,MMM-YY,Emp_ID,Age,Gender,Salary,Dateofjoining,LastWorkingDate,Total Business Value,Quarterly Rating,Attrition,WorkingDays,City_C10,City_C11,City_C12,City_C13,City_C14,City_C15,City_C16,City_C17,City_C18,City_C19,City_C2,City_C20,City_C21,City_C22,City_C23,City_C24,City_C25,City_C26,City_C27,City_C28,City_C29,City_C3,City_C4,City_C5,City_C6,City_C7,City_C8,City_C9,Edu_College,Edu_Master,JoinDesignation_2,JoinDesignation_3,JoinDesignation_4,JoinDesignation_5,Designation_2,Designation_3,Designation_4,Designation_5,Difference_Designation_1,Difference_Designation_2,Difference_Designation_3,Difference_Designation_4
325,2017-12-01,385,35,0,77156,2017-09-28,2017-12-01,377186.6666666667,2.0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
326,2016-09-01,386,45,0,137082,2012-02-06,2016-09-10,652867.7777777778,1.6666666666666667,1,1678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
327,2016-03-01,387,29,0,45245,2013-11-25,2016-03-17,88586.66666666667,1.0,1,843,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,2017-12-01,388,34,1,43611,2016-12-05,2017-12-01,232612.3076923077,1.4615384615384615,0,361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
329,2016-10-01,389,30,0,45923,2016-05-23,2016-10-24,66666.66666666667,1.0,1,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
330,2016-02-01,390,32,0,70428,2015-10-29,2016-02-01,0.0,1.0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,2017-12-01,391,37,1,133783,2013-01-14,2017-12-01,728498.75,2.5,0,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
332,2017-04-01,392,35,0,84850,2017-01-30,2017-04-06,0.0,1.0,1,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
333,2017-12-01,394,34,0,97722,2011-06-06,2017-12-01,1144092.5,2.125,0,2370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
334,2017-01-01,397,28,1,73194,2016-06-02,2017-01-13,153942.5,1.375,1,225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
335,2017-12-01,398,30,1,63280,2017-12-07,2017-12-01,0.0,1.0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
336,2016-04-01,399,31,1,40604,2015-10-17,2016-04-27,230057.5,1.75,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,2017-12-01,400,35,1,65729,2016-10-08,2017-12-01,649879.3333333334,2.8,0,419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
338,2016-05-01,401,38,0,76069,2015-06-02,2016-04-29,184270.0,1.0,1,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
339,2017-12-01,402,46,1,91279,2012-11-29,2017-12-01,1121986.6666666667,3.125,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
340,2017-12-01,403,29,1,24049,2017-10-13,2017-12-01,0.0,1.0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
341,2016-09-01,404,36,1,41553,2015-10-19,2016-09-22,369885.55555555556,2.0,1,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
342,2017-05-01,405,34,1,25028,2016-06-06,2017-05-23,292215.0,1.75,1,351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,2016-06-01,406,43,1,38625,2015-08-22,2016-06-17,0.0,1.0,1,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,2017-12-01,407,41,0,58207,2013-05-17,2017-12-01,678783.3333333334,3.0,0,1659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
345,2017-12-01,409,29,1,33320,2017-07-03,2017-12-01,42276.666666666664,1.0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
346,2016-04-01,410,39,1,57225,2015-08-05,2016-04-27,152457.5,1.0,1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
347,2016-03-01,411,28,0,52572,2015-02-17,2016-03-07,61550.0,1.0,1,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2017-12-01,412,29,1,56243,2017-11-15,2017-12-01,0.0,1.0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
349,2017-08-01,414,33,0,97153,2015-01-21,2017-07-29,536624.0,1.85,1,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
350,2017-12-01,415,36,0,61575,2017-09-21,2017-12-01,438580.0,2.5,0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
351,2016-12-01,416,35,0,92559,2016-07-06,2016-12-05,0.0,1.0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
352,2017-12-01,417,28,0,42027,2017-11-06,2017-12-01,0.0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
353,2016-12-01,418,31,1,74051,2012-07-30,2016-12-21,308530.8333333333,1.75,1,1605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,2016-02-01,419,26,1,38390,2015-10-07,2016-02-22,0.0,1.0,1,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,2017-12-01,420,39,1,80489,2017-10-26,2017-12-01,202420.0,1.0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
356,2016-10-01,421,41,1,93113,2012-11-07,2016-10-03,429224.0,2.2,1,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
357,2017-12-01,422,27,1,78754,2013-04-20,2017-12-01,1123987.0833333333,3.0,0,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
358,2016-06-01,423,36,1,43083,2013-04-29,2016-06-21,271463.3333333333,1.5,1,1149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2016-10-01,424,40,1,74684,2015-09-02,2016-10-06,265252.0,1.6,1,400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
360,2017-12-01,425,47,1,30921,2012-12-24,2017-12-01,626532.9166666666,2.125,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
361,2016-08-01,426,34,1,65053,2015-07-14,2016-08-26,88193.75,1.375,1,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
362,2017-12-01,427,33,1,88180,2017-10-04,2017-12-01,488333.3333333333,2.0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
363,2016-07-01,429,37,1,120771,2016-06-15,2016-07-06,0.0,1.0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
364,2016-04-01,430,32,1,14489,2016-01-06,2016-03-29,52500.0,1.0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2017-12-01,431,39,0,50457,2017-05-11,2017-12-01,714420.0,2.875,0,204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
366,2017-04-01,432,36,1,17047,2016-06-08,2017-04-24,190712.72727272726,1.8181818181818181,1,320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2017-10-01,433,37,1,78656,2017-05-29,2017-10-23,238658.0,1.6,1,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
368,2017-12-01,434,30,0,88515,2014-08-11,2017-12-01,2153367.0833333335,3.75,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
369,2016-05-01,435,29,1,63479,2015-06-12,2016-05-21,551994.0,2.2,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2016-09-01,436,28,1,128590,2014-06-09,2016-09-14,2792047.777777778,3.0,1,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
371,2016-10-01,438,43,0,81206,2015-10-14,2016-10-14,694008.0,2.5,1,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
372,2017-09-01,439,27,1,60246,2016-11-28,2017-09-27,410318.0,2.2,1,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2017-12-01,440,40,1,113125,2010-08-11,2017-12-01,682987.5,1.375,0,2669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
374,2017-12-01,441,32,1,81288,2017-05-31,2017-12-01,676115.7142857143,2.7142857142857144,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
375,2016-11-01,442,32,1,73933,2016-09-20,2016-11-05,0.0,1.0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
376,2017-12-01,443,31,0,55108,2017-09-04,2017-12-06,0.0,1.0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
377,2017-12-01,444,32,1,36856,2016-11-28,2017-12-01,222206.92307692306,1.6923076923076923,0,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2016-01-01,445,32,1,33956,2016-01-05,2016-01-25,0.0,1.0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
379,2017-12-01,446,31,0,50832,2017-02-01,2017-12-01,542862.7272727273,2.090909090909091,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
380,2017-12-01,448,37,1,65389,2011-04-04,2017-12-01,1263282.5,2.125,0,2433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
381,2017-12-01,449,25,1,32466,2017-09-25,2017-12-01,46072.5,1.0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2017-12-01,450,30,1,70415,2012-08-20,2017-12-01,935719.5833333334,3.0,0,1929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
383,2016-08-01,451,41,0,123390,2010-11-05,2016-08-02,0.0,1.0,1,2097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
384,2016-10-01,452,46,1,104473,2010-10-14,2016-10-03,336393.0,1.6,1,2181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
385,2017-12-01,453,37,1,123361,2016-07-15,2017-12-01,1333087.2222222222,2.3333333333333335,0,504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
386,2016-10-01,454,30,0,45357,2016-08-17,2016-10-27,0.0,1.0,1,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,2017-08-01,456,35,0,45193,2017-07-07,2017-07-29,0.0,1.0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
388,2017-12-01,457,23,0,54992,2017-11-20,2017-12-01,350000.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
389,2017-12-01,458,31,0,16749,2017-07-31,2017-12-01,80056.0,1.0,0,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
390,2017-12-01,459,29,1,67194,2017-10-30,2017-12-01,221365.0,1.0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
391,2017-08-01,460,29,0,37575,2016-12-05,2017-07-29,379496.6666666667,1.8888888888888888,1,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
392,2017-10-01,461,32,0,53577,2017-04-25,2017-10-27,160910.0,1.5714285714285714,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
393,2017-12-01,462,35,1,46139,2017-10-02,2017-12-01,119773.33333333333,1.0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
394,2016-02-01,463,39,1,47419,2015-12-10,2016-02-04,58930.0,1.0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2017-04-01,464,34,1,86072,2016-07-16,2017-04-07,145735.0,1.3,1,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
396,2016-11-01,465,35,0,87438,2015-01-13,2016-11-19,440725.45454545453,2.0,1,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
397,2017-02-01,466,23,0,64179,2016-12-19,2017-02-15,0.0,1.0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
398,2017-02-01,467,32,1,83926,2016-11-17,2017-02-11,0.0,1.0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
399,2016-01-01,469,31,1,26067,2015-10-09,2016-01-20,0.0,1.0,1,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,2017-05-01,470,31,1,39660,2017-02-10,2017-05-25,0.0,1.0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
401,2017-06-01,471,38,1,59318,2017-05-08,2017-06-27,0.0,1.0,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
402,2017-12-01,472,39,0,83429,2017-06-13,2017-12-01,230432.85714285713,1.4285714285714286,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
403,2016-02-01,473,25,0,62431,2015-07-28,2016-02-05,0.0,1.0,1,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2016-01-01,474,32,1,45068,2015-08-04,2016-01-19,0.0,1.0,1,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2016-05-01,475,43,1,42714,2015-07-13,2016-05-21,423936.0,2.2,1,313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2017-12-01,476,28,0,22918,2017-03-15,2017-12-19,122034.0,1.3,1,279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
407,2016-05-01,477,39,1,29312,2015-06-01,2016-05-28,282162.0,1.6,1,362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2017-01-01,478,31,0,39164,2016-09-05,2017-01-04,0.0,1.0,1,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
409,2016-02-01,479,24,0,22947,2015-12-03,2016-02-22,0.0,1.0,1,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410,2017-01-01,481,30,1,68341,2014-05-26,2017-01-09,511121.53846153844,3.076923076923077,1,959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,2017-09-01,482,45,1,56611,2012-07-23,2017-09-21,552093.3333333334,2.2857142857142856,1,1886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
412,2017-12-01,483,42,0,132558,2017-05-18,2017-12-01,1321782.5,2.875,0,197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
413,2016-12-01,484,29,0,26562,2016-08-08,2016-12-16,0.0,1.0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2017-12-01,486,40,0,31674,2013-10-31,2017-12-25,428748.75,1.875,1,1516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
415,2016-01-01,487,39,1,35091,2015-12-21,2016-01-13,0.0,1.0,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2017-05-01,488,45,1,80716,2015-10-21,2017-05-12,587041.7647058824,2.411764705882353,1,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
417,2017-10-01,489,32,0,49475,2016-10-18,2017-10-17,366043.8461538461,2.230769230769231,1,364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,2017-08-01,491,26,1,41638,2017-05-01,2017-07-29,0.0,1.0,1,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,2016-01-01,492,36,0,23107,2015-07-23,2016-01-28,0.0,1.0,1,189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
420,2017-12-01,493,28,1,52307,2016-12-09,2017-12-01,353343.8461538461,1.9230769230769231,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
421,2017-12-01,494,36,0,110964,2017-03-08,2017-12-01,1359334.0,3.0,0,268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
422,2016-03-01,496,24,1,20170,2015-10-19,2016-02-29,83333.33333333333,1.0,1,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2017-12-01,497,30,0,65035,2017-06-22,2017-12-12,21291.428571428572,1.0,1,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
424,2017-12-01,498,31,1,65571,2017-11-06,2017-12-01,0.0,1.0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
425,2017-12-01,499,43,1,47668,2017-09-28,2017-12-01,0.0,1.0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
426,2016-10-01,500,40,1,103119,2015-05-11,2016-10-10,759644.0,1.6,1,518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
427,2017-12-01,501,32,0,96956,2017-05-08,2017-12-01,275997.5,1.625,0,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
428,2017-04-01,502,23,1,49888,2016-11-21,2017-04-24,0.0,1.0,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
