,MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating,Attrtion,WorkingDays
533,2017-12-01,617,22,Female,C18,College,21673,2017-05-31,2017-12-01,1,1,846148.5714285715,2.7142857142857144,False,184
534,2016-04-01,618,41,Male,C6,Master,54520,2014-06-13,2016-04-27,1,2,319377.5,1.75,True,684
535,2017-12-01,619,30,Female,C14,Bachelor,32150,2017-05-08,2017-12-01,3,3,328278.75,1.75,False,207
536,2017-12-01,620,29,Female,C8,Master,79801,2017-09-08,2017-12-01,3,3,203010.0,1.75,False,84
537,2017-03-01,621,29,Female,C4,Master,101494,2016-12-13,2017-03-16,3,3,35640.0,1.0,True,93
538,2017-12-01,622,42,Male,C22,College,53454,2017-12-25,2017-12-01,3,3,0.0,1.0,False,-24
539,2016-03-01,623,23,Female,C29,Bachelor,57931,2015-11-12,2016-02-27,1,1,0.0,1.0,True,107
540,2017-12-01,624,35,Male,C15,Bachelor,104712,2011-05-18,2017-12-01,2,3,833817.5,2.25,False,2389
541,2016-05-01,625,32,Male,C12,Bachelor,49936,2015-11-23,2016-04-29,1,1,313460.0,1.6,True,158
542,2017-03-01,626,35,Male,C24,College,18788,2016-12-01,2017-03-04,2,2,0.0,1.0,True,93
543,2016-05-01,627,36,Male,C17,Bachelor,35219,2015-10-14,2016-05-23,2,2,493102.0,1.6,True,222
544,2016-02-01,629,43,Female,C15,College,38624,2015-09-29,2016-01-30,2,2,72725.0,1.0,True,123
545,2016-08-01,630,35,Female,C28,College,51781,2015-09-09,2016-08-23,2,2,165040.0,1.0,True,349
546,2017-12-01,633,36,Female,C3,Master,48059,2017-07-31,2017-12-21,3,3,42134.0,1.0,True,143
547,2016-05-01,634,29,Male,C28,Master,54358,2016-01-16,2016-05-18,1,1,71072.0,1.0,True,123
548,2017-10-01,635,31,Male,C28,Bachelor,130429,2017-07-03,2017-10-24,3,3,75000.0,1.0,True,113
549,2016-06-01,636,44,Male,C20,College,95388,2014-10-01,2016-06-25,4,4,0.0,1.0,True,633
550,2017-12-01,638,38,Male,C16,Master,149403,2010-07-13,2017-12-01,2,5,2283012.9166666665,3.125,False,2698
551,2017-12-01,639,27,Male,C12,Master,66599,2017-02-01,2017-12-01,2,2,394235.45454545453,2.090909090909091,False,303
552,2017-07-01,640,27,Female,C8,Bachelor,105931,2016-12-07,2017-07-25,3,3,188861.25,1.0,True,230
553,2017-12-01,642,35,Male,C11,College,86516,2017-07-31,2017-12-01,3,3,48184.0,1.0,False,123
554,2017-12-01,643,35,Male,C26,Bachelor,63632,2017-07-10,2017-12-01,2,2,169231.66666666666,1.5,False,144
555,2017-12-01,644,29,Male,C6,Master,34741,2017-04-25,2017-12-01,1,1,410566.6666666667,2.3333333333333335,False,220
556,2016-08-01,645,28,Female,C8,Master,110445,2016-03-30,2016-08-01,2,4,192000.0,1.6,True,124
557,2017-12-01,646,34,Male,C11,Bachelor,71776,2017-10-12,2017-12-01,3,3,100383.33333333333,1.0,False,50
558,2016-09-01,647,34,Female,C10,Master,57888,2016-08-01,2016-09-15,1,1,0.0,1.0,True,45
559,2017-12-01,648,28,Female,C3,College,18928,2017-07-24,2017-12-01,1,1,157140.0,1.5,False,130
560,2016-09-01,649,33,Male,C14,Bachelor,35584,2016-06-01,2016-09-09,1,1,0.0,1.0,True,100
561,2017-12-01,650,33,Female,C16,Bachelor,42953,2017-11-14,2017-12-01,2,2,0.0,1.0,False,17
562,2017-07-01,651,34,Female,C12,Bachelor,41298,2016-12-05,2017-07-24,3,3,401340.0,1.75,True,231
563,2016-07-01,652,34,Male,C20,Bachelor,112322,2015-11-05,2016-07-18,4,4,0.0,1.0,True,256
564,2016-04-01,653,44,Female,C1,College,64702,2015-09-12,2016-03-30,2,2,26627.5,1.0,True,200
565,2017-11-01,654,22,Male,C4,College,36116,2017-10-10,2017-11-22,2,2,0.0,1.0,True,43
566,2016-05-01,655,35,Male,C13,College,40926,2016-01-05,2016-05-03,2,2,85886.0,1.0,True,119
567,2017-12-01,658,30,Female,C6,Bachelor,105966,2017-04-13,2017-12-01,3,3,521088.8888888889,2.3333333333333335,False,232
568,2017-08-01,659,32,Female,C13,Master,54903,2017-06-05,2017-07-29,3,3,0.0,1.0,True,54
569,2017-02-01,660,24,Female,C7,College,15327,2017-01-25,2017-02-06,1,1,0.0,1.0,True,12
570,2017-12-01,662,37,Male,C29,Bachelor,76548,2013-10-17,2017-12-01,1,2,671610.8333333334,2.75,False,1506
571,2017-10-01,663,27,Male,C21,Bachelor,97203,2017-07-04,2017-10-02,3,3,0.0,1.0,True,90
572,2017-12-01,664,33,Male,C19,Master,40041,2017-12-11,2017-12-01,1,1,186080.0,2.0,False,-10
573,2016-06-01,667,31,Male,C8,Master,78143,2015-09-09,2016-05-31,2,2,695608.3333333334,2.0,True,265
574,2017-09-01,668,29,Female,C3,Bachelor,45969,2016-11-28,2017-09-21,2,2,461818.0,2.2,True,297
575,2017-02-01,671,33,Male,C11,Master,42368,2016-11-01,2017-02-11,3,3,25170.0,1.0,True,102
576,2017-12-01,672,30,Male,C18,Master,77011,2017-08-29,2017-12-28,2,2,133120.0,1.0,True,121
577,2017-12-01,673,36,Female,C12,Bachelor,36967,2017-07-10,2017-12-01,2,2,0.0,1.0,False,144
578,2017-02-01,674,34,Female,C14,Bachelor,38546,2016-09-14,2017-02-02,1,1,33333.333333333336,1.0,True,141
579,2016-05-01,677,48,Female,C29,Bachelor,71072,2012-05-21,2016-05-04,2,3,311098.0,1.0,True,1444
580,2017-12-01,678,35,Male,C14,Master,31411,2017-08-23,2017-12-01,1,1,280764.0,2.2,False,100
581,2016-09-01,680,37,Female,C3,Master,127380,2011-07-28,2016-09-22,2,4,608258.8888888889,1.3333333333333333,True,1883
582,2017-12-01,681,29,Male,C23,College,51840,2017-08-29,2017-12-01,2,2,614440.0,2.5,False,94
583,2017-12-01,682,30,Male,C14,Bachelor,40008,2016-07-19,2017-12-01,1,1,365740.0,2.1666666666666665,False,500
584,2016-05-01,683,41,Female,C17,Master,55762,2015-10-06,2016-05-09,1,1,323438.0,1.6,True,216
585,2017-10-01,684,23,Female,C20,College,30083,2017-06-30,2017-10-27,1,1,375085.0,2.5,True,119
586,2017-04-01,686,28,Female,C1,Master,62909,2016-11-02,2017-04-27,2,2,143333.33333333334,1.0,True,176
587,2016-12-01,687,32,Male,C18,College,13037,2016-10-04,2016-11-30,1,1,0.0,1.0,True,57
588,2016-09-01,688,46,Female,C14,Bachelor,22931,2015-06-16,2016-09-22,1,2,286318.8888888889,1.6666666666666667,True,464
589,2016-01-01,689,28,Female,C10,Bachelor,17186,2015-10-14,2015-12-31,1,1,0.0,1.0,True,78
590,2016-05-01,690,45,Female,C14,College,49509,2015-12-10,2016-05-17,2,2,116122.0,1.0,True,159
591,2017-08-01,691,30,Female,C7,College,59241,2017-06-28,2017-07-29,2,2,0.0,1.0,True,31
592,2016-03-01,692,32,Male,C23,Bachelor,31831,2014-12-18,2016-03-19,1,1,140240.0,1.0,True,457
593,2017-12-01,693,47,Male,C14,Master,123729,2012-07-26,2017-12-01,2,4,1446162.0833333333,2.375,False,1954
594,2016-11-01,694,32,Female,C16,Master,82632,2016-07-29,2016-11-21,3,3,249750.0,1.5,True,115
595,2017-12-01,695,27,Male,C17,Master,57667,2017-08-03,2017-12-04,1,1,61702.0,1.0,True,123
596,2017-07-01,696,27,Female,C10,College,79461,2017-03-16,2017-07-17,3,3,0.0,1.0,True,123
597,2017-12-01,697,43,Male,C25,Bachelor,118215,2016-07-14,2017-12-01,4,4,2171677.222222222,2.8333333333333335,False,505
598,2017-12-01,698,33,Male,C1,Master,76536,2017-05-01,2017-12-01,3,3,743776.25,2.875,False,214
599,2016-09-01,700,29,Female,C10,Bachelor,31052,2014-12-26,2016-09-22,1,1,356446.6666666667,2.0,True,636
600,2017-10-01,701,44,Female,C3,Master,85450,2016-01-12,2017-10-18,2,2,1012250.9090909091,3.090909090909091,True,645
601,2016-12-01,702,38,Female,C20,College,113807,2016-06-30,2016-12-21,3,3,0.0,1.0,True,174
602,2016-11-01,703,29,Male,C11,Master,103494,2013-04-25,2016-11-15,1,3,1245246.3636363635,2.909090909090909,True,1300
603,2017-12-01,704,29,Male,C8,Bachelor,62931,2015-05-25,2017-12-01,1,2,551418.75,2.375,False,921
604,2017-01-01,705,40,Male,C20,Master,130781,2016-10-03,2017-01-13,3,3,0.0,1.0,True,102
605,2017-09-01,706,35,Male,C27,College,70677,2017-07-06,2017-09-04,3,3,0.0,1.0,True,60
606,2016-04-01,707,31,Female,C4,Master,58323,2015-05-21,2016-04-13,1,1,368442.5,1.75,True,328
607,2017-03-01,708,39,Female,C19,College,97116,2016-11-21,2017-03-23,3,3,103538.0,1.0,True,122
608,2016-06-01,709,31,Male,C13,Bachelor,135436,2015-08-04,2016-06-27,5,5,0.0,1.0,True,328
609,2017-12-01,710,32,Male,C18,Master,110299,2017-02-06,2017-12-01,3,3,644637.2727272727,2.6363636363636362,False,298
610,2017-12-01,711,29,Male,C18,College,31182,2017-12-28,2017-12-01,1,1,0.0,1.0,False,-27
611,2017-12-01,712,34,Male,C5,Bachelor,83615,2017-08-21,2017-12-01,3,3,348464.0,2.2,False,102
612,2017-12-01,713,29,Male,C12,College,69388,2015-01-30,2017-12-01,1,2,1516223.75,4.0,False,1036
613,2017-10-01,714,35,Male,C13,Master,81352,2016-11-08,2017-10-12,3,3,254175.0,1.25,True,338
614,2017-12-01,715,41,Male,C4,Bachelor,34780,2017-12-19,2017-12-01,2,2,0.0,1.0,False,-18
615,2017-12-01,716,44,Male,C1,Bachelor,63352,2014-11-10,2017-12-01,1,3,1454711.25,3.25,False,1117
616,2017-12-01,718,27,Male,C15,Master,67490,2013-04-26,2017-12-01,1,3,980947.0833333334,3.0,False,1680
617,2017-12-01,721,34,Male,C19,Master,101880,2017-05-29,2017-12-01,3,3,714814.2857142857,2.7142857142857144,False,186
618,2016-05-01,722,37,Male,C9,Bachelor,37839,2015-11-13,2016-05-07,2,2,344840.0,1.6,True,176
619,2017-12-01,723,33,Male,C17,Bachelor,42243,2015-07-27,2017-12-01,1,1,471614.5833333333,2.75,False,858
620,2017-12-01,724,32,Female,C1,Master,36430,2017-09-13,2017-12-04,2,2,0.0,1.0,True,82
621,2017-12-01,725,29,Male,C20,College,19456,2017-08-07,2017-12-08,1,1,42288.0,1.0,True,123
622,2016-09-01,726,30,Female,C18,Bachelor,51497,2014-01-09,2016-09-21,1,1,258936.66666666666,1.6666666666666667,True,986
623,2016-12-01,727,39,Male,C22,Master,44720,2016-05-21,2016-12-21,2,2,162097.5,1.75,True,214
624,2017-11-01,729,33,Male,C28,College,40531,2017-09-04,2017-10-31,2,2,0.0,1.0,True,57
625,2016-03-01,731,35,Female,C2,College,19290,2015-09-22,2016-03-03,1,1,76306.66666666667,1.0,True,163
626,2017-12-01,733,23,Female,C6,College,13937,2017-12-14,2017-12-01,1,1,0.0,1.0,False,-13
627,2017-12-01,734,35,Female,C22,Master,88414,2016-10-24,2017-12-01,3,3,397222.6666666667,1.8,False,403
628,2017-01-01,735,38,Female,C12,Bachelor,110490,2016-08-08,2017-01-10,4,4,241666.66666666666,1.5,True,155
629,2016-05-01,736,27,Female,C15,Master,81944,2015-10-03,2016-05-07,1,1,133024.0,1.0,True,217
630,2017-12-01,737,40,Male,C19,College,24752,2017-08-09,2017-12-01,3,3,77742.0,1.0,False,114
631,2017-06-01,738,26,Male,C8,Bachelor,41980,2017-05-05,2017-06-13,2,2,0.0,1.0,True,39
632,2016-05-01,739,30,Female,C20,College,108768,2014-06-19,2016-05-09,1,3,76430.0,1.4,True,690
633,2017-12-01,740,37,Male,C3,Bachelor,46131,2017-06-12,2017-12-01,1,1,169662.85714285713,1.4285714285714286,False,172
634,2017-12-01,742,34,Male,C13,Bachelor,84637,2017-09-06,2017-12-01,3,3,0.0,1.0,True,86
635,2017-05-01,743,36,Male,C10,College,73273,2017-01-03,2017-05-01,2,2,0.0,1.0,False,118
636,2016-08-01,744,27,Male,C20,Master,43322,2015-01-21,2016-07-29,1,1,190067.5,1.75,True,555
637,2016-11-01,745,30,Male,C11,Master,62042,2016-10-24,2016-11-05,2,2,0.0,1.0,True,12
638,2016-12-01,747,32,Female,C17,Bachelor,58943,2013-11-25,2016-11-30,1,2,548040.8333333334,2.5,True,1101
639,2017-12-01,748,31,Female,C20,College,50210,2017-11-28,2017-12-01,3,3,0.0,1.0,False,3
640,2017-12-01,751,27,Male,C22,College,105510,2017-11-15,2017-12-01,3,3,0.0,1.0,False,16
641,2017-12-01,752,43,Male,C23,Master,56243,2017-05-03,2017-12-01,2,2,255167.5,1.75,False,212
642,2017-12-01,753,35,Male,C16,Bachelor,59656,2014-10-16,2017-12-01,2,2,976749.5833333334,3.25,False,1142
643,2017-12-01,754,29,Male,C29,College,44820,2017-10-18,2017-12-01,2,2,0.0,1.0,False,44
644,2017-02-01,755,36,Male,C8,Bachelor,25894,2016-12-30,2017-02-01,3,3,0.0,1.0,False,33
645,2016-09-01,756,29,Female,C4,Bachelor,57476,2016-05-26,2016-08-30,3,3,97682.0,1.0,True,96
646,2016-09-01,757,35,Male,C27,College,63181,2014-07-11,2016-09-22,1,3,468930.0,1.3333333333333333,True,804
647,2017-08-01,758,34,Male,C15,Bachelor,54288,2016-08-31,2017-07-29,2,2,310105.8333333333,1.75,True,332
648,2017-04-01,759,42,Male,C26,Bachelor,87182,2016-12-08,2017-04-07,3,3,0.0,1.0,True,120
649,2017-07-01,761,23,Male,C10,Master,69449,2017-06-12,2017-07-03,2,2,0.0,1.0,True,21
650,2017-12-01,762,35,Male,C27,Master,35024,2013-04-26,2017-12-01,1,2,369259.5833333333,1.875,False,1680
651,2017-12-01,763,32,Male,C5,Master,22913,2017-11-21,2017-12-01,1,1,0.0,1.0,False,10
652,2016-03-01,764,37,Female,C26,Bachelor,18285,2015-11-30,2016-03-12,1,1,128863.33333333333,1.0,True,103
653,2017-12-01,765,47,Female,C8,Bachelor,123216,2013-11-28,2017-12-01,1,4,1416963.75,2.375,False,1464
654,2017-12-01,766,31,Female,C8,Bachelor,28308,2016-07-29,2017-12-01,1,1,505811.76470588235,2.5294117647058822,False,490
655,2016-11-01,767,39,Female,C2,College,85693,2014-05-23,2016-10-31,1,3,352744.54545454547,1.2727272727272727,True,892
656,2017-12-01,768,24,Female,C26,Bachelor,87853,2017-04-25,2017-12-13,1,1,955050.0,3.0,True,232
657,2017-12-01,769,36,Male,C11,Bachelor,107149,2017-11-01,2017-12-01,3,3,0.0,1.0,False,30
658,2017-01-01,770,26,Male,C26,College,18544,2016-07-05,2017-01-01,2,2,250044.2857142857,1.8571428571428572,False,180
659,2017-08-01,771,36,Male,C5,Bachelor,45071,2017-07-11,2017-07-29,2,2,0.0,1.0,True,18
660,2017-12-01,772,30,Male,C29,Master,75986,2016-07-08,2017-12-01,3,3,970423.8888888889,2.3333333333333335,False,511
661,2017-02-01,773,30,Male,C29,College,51600,2016-10-28,2017-02-01,2,2,0.0,1.0,True,96
662,2017-12-01,776,37,Female,C8,Bachelor,63587,2017-06-09,2017-12-01,2,2,259837.14285714287,1.8571428571428572,True,175
663,2017-07-01,777,30,Female,C22,Master,70816,2016-11-28,2017-07-24,2,2,180660.0,1.375,True,238
664,2017-07-01,778,31,Male,C9,Bachelor,38990,2016-06-13,2017-07-12,2,2,137395.0,1.0,True,394
665,2017-06-01,779,35,Female,C23,Master,23182,2017-04-05,2017-06-24,1,1,0.0,1.0,True,80
666,2017-08-01,781,41,Female,C23,Master,82503,2016-12-21,2017-07-29,3,3,79176.66666666667,1.0,True,220
667,2017-12-01,782,36,Female,C29,Bachelor,42314,2017-06-14,2017-12-01,2,2,480100.0,2.2857142857142856,False,170
668,2017-02-01,783,49,Male,C3,Master,76195,2012-12-10,2017-02-23,1,2,465849.28571428574,2.0714285714285716,True,1536
669,2017-05-01,784,41,Male,C17,Master,100303,2017-04-06,2017-05-05,3,3,0.0,1.0,True,29
670,2017-12-01,785,31,Male,C26,Bachelor,54209,2017-07-17,2017-12-01,2,2,405250.0,2.5,False,137
671,2017-10-01,787,35,Male,C26,Bachelor,75467,2016-08-30,2017-10-25,3,3,143396.42857142858,1.2142857142857142,True,421
672,2017-12-01,789,40,Female,C22,College,72265,2015-11-27,2017-12-01,2,3,1533590.8333333333,3.5,False,735
673,2017-05-01,790,31,Male,C12,Bachelor,40253,2015-11-11,2017-05-19,2,2,324850.5882352941,1.5294117647058822,True,555
674,2017-12-01,791,36,Female,C4,College,84961,2012-10-15,2017-12-01,2,3,1584507.9166666667,3.0,False,1873
675,2017-02-01,792,32,Female,C19,Master,48639,2016-12-10,2017-02-17,2,2,0.0,1.0,True,69
676,2017-12-01,793,26,Female,C7,Master,92670,2017-10-30,2017-12-01,3,3,63900.0,1.0,False,32
677,2016-07-01,794,33,Male,C21,Master,60252,2012-05-28,2016-07-14,2,2,616508.5714285715,2.2857142857142856,True,1508
678,2016-10-01,796,32,Male,C26,Master,50434,2012-11-08,2016-09-28,2,2,535397.0,2.5,True,1420
679,2016-05-01,797,33,Male,C24,Master,29689,2015-08-10,2016-05-14,1,1,238690.0,1.6,True,278
680,2016-01-01,798,37,Male,C27,College,34849,2015-08-29,2016-01-09,2,2,0.0,1.0,True,133
681,2017-04-01,799,34,Female,C21,Bachelor,30951,2016-12-06,2017-03-29,2,2,91296.0,1.0,True,113
682,2017-01-01,800,36,Male,C6,College,49614,2016-06-30,2017-01-10,2,2,88358.57142857143,1.4285714285714286,True,194
683,2017-12-01,801,39,Male,C29,Bachelor,62810,2017-08-21,2017-12-01,3,3,185460.0,1.6,False,102
684,2017-12-01,802,29,Male,C20,Master,63080,2017-12-12,2017-12-01,3,3,0.0,1.0,False,-11
685,2017-08-01,803,27,Male,C11,Master,62232,2017-04-14,2017-07-29,1,1,0.0,1.0,True,106
686,2017-09-01,804,30,Male,C23,Master,46600,2016-11-11,2017-09-01,2,2,371075.45454545453,1.5454545454545454,True,294
687,2016-07-01,805,24,Male,C16,Bachelor,17676,2016-01-13,2016-06-28,1,1,220357.14285714287,1.4285714285714286,True,167
688,2017-12-01,806,40,Female,C8,College,78647,2017-06-02,2017-12-01,3,3,366840.0,1.8571428571428572,False,182
689,2017-12-01,807,32,Female,C25,Bachelor,81547,2017-10-11,2017-12-18,3,3,0.0,1.0,True,68
690,2017-09-01,808,33,Male,C15,Bachelor,49914,2017-05-15,2017-09-13,3,3,0.0,1.0,True,121
691,2017-12-01,810,25,Male,C17,Bachelor,45531,2017-12-04,2017-12-01,2,2,153540.0,1.0,False,-3
692,2017-03-01,811,30,Male,C26,Master,66017,2016-10-31,2017-03-08,2,2,201024.0,1.0,True,128
693,2016-02-01,812,31,Male,C15,Master,42395,2015-10-05,2016-01-30,1,1,0.0,1.0,True,117
694,2017-04-01,813,33,Female,C27,College,31787,2017-03-02,2017-04-07,2,2,0.0,1.0,True,36
695,2017-12-01,814,30,Male,C16,Master,56133,2017-11-16,2017-12-01,1,1,0.0,1.0,False,15
696,2017-12-01,816,41,Male,C8,Master,55115,2017-12-12,2017-12-01,2,2,0.0,1.0,False,-11
697,2017-02-01,818,32,Female,C22,Master,26850,2016-08-08,2017-02-03,2,2,117162.85714285714,1.0,True,179
698,2017-12-01,819,41,Male,C15,Bachelor,114358,2010-11-01,2017-12-01,2,4,1437296.25,2.5,False,2587
699,2017-05-01,820,39,Male,C14,Master,59166,2015-05-23,2017-05-16,1,1,529442.3529411765,2.764705882352941,True,724
700,2016-08-01,821,29,Female,C12,Master,113120,2012-08-16,2016-08-26,1,3,429498.75,1.375,True,1471
701,2016-10-01,822,31,Female,C23,College,42601,2016-07-20,2016-10-03,1,1,0.0,1.0,True,75
702,2017-12-01,824,40,Female,C9,College,32446,2017-12-14,2017-12-01,1,1,0.0,1.0,False,-13
703,2017-12-01,825,36,Female,C6,Master,64187,2017-12-11,2017-12-01,3,3,0.0,1.0,False,-10
704,2016-07-01,826,28,Male,C24,College,70740,2015-05-09,2016-07-12,1,2,133015.7142857143,1.0,True,430
705,2017-03-01,827,33,Male,C28,Master,67113,2016-12-13,2017-03-16,2,2,97110.0,1.0,True,93
706,2017-12-01,828,34,Male,C21,College,63298,2017-01-02,2017-12-01,3,3,391908.3333333333,1.75,False,333
707,2016-10-01,829,38,Female,C15,College,55313,2016-06-09,2016-10-04,3,3,104688.0,1.0,True,117
708,2016-09-01,830,27,Male,C3,Master,80746,2015-07-20,2016-09-14,1,2,329664.44444444444,1.6666666666666667,True,422
709,2016-12-01,831,32,Male,C2,Master,42588,2016-07-21,2016-12-10,1,1,90536.66666666667,1.5,True,142
710,2017-12-01,832,42,Female,C16,College,58747,2015-06-03,2017-12-01,1,1,643336.6666666666,3.125,False,912
711,2017-12-01,834,36,Male,C20,Bachelor,83969,2017-12-07,2017-12-01,3,3,0.0,1.0,False,-6
712,2017-12-01,835,29,Male,C26,Bachelor,66179,2016-12-12,2017-12-01,2,2,413620.0,1.9230769230769231,False,354
713,2016-05-01,836,41,Male,C29,College,63636,2015-01-30,2016-05-18,2,2,490438.0,1.6,True,474
714,2016-02-01,838,41,Female,C11,Master,52632,2015-10-03,2016-02-10,1,1,50535.0,1.0,True,130
715,2017-01-01,839,47,Male,C16,College,53383,2016-08-08,2017-01-02,2,2,80908.33333333333,1.0,True,147
716,2017-12-01,840,40,Female,C8,College,88813,2011-07-11,2017-12-01,1,4,713918.3333333334,1.5,False,2335
717,2017-11-01,841,33,Female,C20,Bachelor,58199,2017-08-09,2017-11-07,2,2,0.0,1.0,True,90
718,2017-02-01,842,37,Male,C18,Bachelor,121419,2012-07-26,2017-02-22,1,4,2040167.142857143,2.857142857142857,True,1672
719,2017-07-01,843,30,Female,C15,Bachelor,56035,2015-02-20,2017-07-04,1,2,717214.2105263158,2.5789473684210527,True,865
720,2016-12-01,844,31,Male,C26,College,21212,2016-08-15,2016-12-05,1,1,30032.0,1.0,True,112
721,2017-12-01,845,46,Male,C28,Bachelor,22019,2017-05-30,2017-12-11,2,2,207622.85714285713,1.8571428571428572,True,195
722,2017-03-01,847,30,Male,C12,Bachelor,40409,2016-09-26,2017-03-13,2,2,0.0,1.0,True,168
723,2017-12-01,848,28,Female,C28,Bachelor,45871,2017-02-11,2017-12-01,2,2,344667.2727272727,2.0,False,293
724,2017-11-01,849,33,Female,C20,Bachelor,77903,2017-07-10,2017-11-10,3,3,367014.0,1.8,True,123
725,2017-06-01,850,36,Male,C1,Master,113038,2012-06-21,2017-06-02,2,4,382411.6666666667,1.0,True,1807
726,2016-02-01,851,34,Male,C13,Bachelor,39131,2015-11-30,2016-02-05,1,1,50925.0,1.0,True,67
727,2017-06-01,852,23,Male,C21,Bachelor,70731,2017-04-04,2017-06-12,2,2,0.0,1.0,True,69
728,2017-12-01,853,33,Female,C13,College,29584,2017-08-15,2017-12-04,2,2,0.0,1.0,True,111
729,2017-08-01,855,35,Male,C17,College,83524,2017-05-09,2017-07-29,2,2,0.0,1.0,True,81
730,2017-01-01,856,37,Female,C22,College,87661,2013-04-26,2017-01-20,1,3,668231.5384615385,2.1538461538461537,True,1365
731,2017-10-01,858,37,Male,C21,Bachelor,75541,2017-05-17,2017-10-11,2,2,84025.0,1.0,True,147
732,2016-05-01,859,23,Male,C17,Master,26151,2016-01-05,2016-05-25,1,1,224358.0,1.6,True,141
733,2016-02-01,860,38,Male,C20,College,45269,2015-07-03,2016-02-25,1,1,189320.0,1.0,True,237
734,2017-01-01,863,32,Female,C29,Master,40295,2016-08-24,2016-12-30,1,1,21001.666666666668,1.0,True,128
735,2016-09-01,864,36,Female,C27,Bachelor,91602,2016-06-20,2016-08-31,2,4,0.0,1.0,True,72
736,2017-12-01,865,30,Female,C10,Master,122941,2017-06-07,2017-12-01,3,3,450088.5714285714,2.2857142857142856,False,177
737,2016-07-01,866,47,Male,C2,College,29151,2016-02-09,2016-07-27,1,1,127320.0,1.5,True,169
738,2017-12-01,867,30,Female,C1,College,35803,2017-09-28,2017-12-01,2,2,1119183.3333333333,4.0,False,64
739,2016-04-01,868,24,Female,C28,College,34497,2015-12-07,2016-04-13,2,2,-161287.5,1.0,True,128
740,2016-07-01,869,37,Male,C8,College,28575,2015-12-08,2016-06-29,1,1,69637.14285714286,1.0,True,204
741,2017-12-01,870,37,Female,C29,Bachelor,93000,2012-07-23,2017-12-01,1,3,637445.4166666666,2.25,False,1957
742,2017-04-01,871,37,Female,C27,College,52753,2017-01-20,2017-03-30,2,2,0.0,1.0,True,69
743,2016-01-01,872,32,Male,C28,Master,19791,2015-10-16,2016-01-01,1,1,0.0,1.0,True,77
744,2017-08-01,873,33,Female,C28,Master,134302,2016-03-23,2017-07-29,1,4,1823323.888888889,2.7222222222222223,True,493
745,2017-07-01,874,37,Male,C24,College,75133,2017-04-14,2017-07-14,3,3,0.0,1.0,True,91
746,2017-12-01,875,36,Female,C4,Bachelor,93822,2017-08-14,2017-12-01,3,3,0.0,1.0,False,109
747,2016-08-01,876,22,Female,C25,College,39442,2015-07-07,2016-08-08,1,2,347323.75,1.75,True,398
748,2016-01-01,877,32,Male,C21,College,94770,2015-08-08,2016-01-13,2,2,0.0,1.0,True,158
749,2016-07-01,879,38,Male,C8,College,55443,2015-07-03,2016-06-30,1,2,369502.85714285716,1.4285714285714286,True,363
750,2016-03-01,881,32,Male,C16,College,61069,2015-06-04,2016-03-28,2,2,634360.0,2.0,True,298
751,2017-09-01,882,31,Male,C13,College,94945,2010-10-12,2017-09-20,2,4,64438.57142857143,1.0,True,2535
752,2016-02-01,883,32,Male,C27,College,50863,2015-10-19,2016-02-09,1,1,50120.0,1.0,True,113
753,2017-12-01,885,39,Female,C21,Master,44241,2017-10-09,2017-12-01,2,2,83716.66666666667,1.0,False,53
754,2016-02-01,886,36,Female,C2,Master,31954,2015-09-23,2016-02-01,1,1,0.0,1.0,True,131
755,2017-11-01,887,25,Male,C14,Bachelor,23745,2016-11-05,2017-10-30,1,1,246244.61538461538,1.4615384615384615,True,359
756,2017-12-01,888,31,Male,C1,Bachelor,57266,2015-06-16,2017-12-01,1,2,874034.5833333334,3.5,False,899
757,2017-12-01,889,32,Male,C28,Bachelor,47988,2017-06-28,2017-12-01,3,3,183338.33333333334,1.0,False,156
758,2017-08-01,890,34,Female,C5,College,43463,2014-07-08,2017-07-29,1,1,299757.5,2.25,True,1117
759,2016-12-01,892,35,Female,C3,College,51725,2014-09-10,2016-12-13,2,2,580596.6666666666,2.25,True,825
760,2017-12-01,893,50,Female,C10,College,73308,2013-05-27,2017-12-01,1,2,723733.75,2.625,False,1649
761,2016-03-01,894,37,Male,C28,College,45342,2016-01-05,2016-03-12,3,3,0.0,1.0,True,67
762,2017-03-01,895,31,Male,C14,Master,34868,2016-09-13,2017-03-02,1,1,38731.42857142857,1.0,True,170
763,2016-02-01,896,32,Female,C18,Master,22680,2015-08-21,2016-02-24,1,1,181165.0,1.0,True,187
764,2016-04-01,897,51,Male,C4,Bachelor,38502,2015-10-29,2016-03-29,1,1,1032020.0,3.25,True,152
765,2016-03-01,899,29,Male,C20,College,28565,2015-06-16,2016-03-15,1,1,102366.66666666667,1.0,True,273
766,2016-09-01,901,32,Female,C8,Bachelor,41382,2015-11-07,2016-09-22,2,2,150624.44444444444,1.3333333333333333,True,320
767,2017-12-01,902,28,Male,C28,Bachelor,55857,2017-09-04,2017-12-01,2,2,0.0,1.0,False,88
768,2017-12-01,904,41,Female,C26,Bachelor,101179,2015-06-05,2017-12-01,3,3,744419.1666666666,2.0,False,910
769,2017-11-01,905,31,Male,C1,College,43831,2017-07-31,2017-11-24,2,2,0.0,1.0,True,116
